danger	danger	noun			Je vois le danger	I see danger
dangereux	dangerous	adjective			un jeu dangereux	a dangerous game
dans	in	preposition			il est dans la maison	it is in the house
danser	dance	verb			à danser de joie	to dance with joy
darmstadtium	darmstadtium	science			darmstadtium (Ds) a 110 protons	darmstadtium (Ds) has 110 protons
date	date	noun			qui est la date d'aujourd'hui?	which date is today?
de	from	preposition			aller d'ici	go from here
de	of	preposition		expresses possession	la langue de l'Afrique	language of Africa
débat	debate	noun			le débat commence	the debate is starting
décagone	decagon	noun			décagone a dix angles	a decagon has ten angles
Décembre	December	noun			Décembre a 31 jours	December has 31 days
décennie	decade	noun			cette décennie	this decade
déception	disappointment	noun			l'amour a la déception	love has disappointment
décès	death	noun			lieu du décès	place of death
décevoir	disappoint	verb			mon amant m'a déçu	my lover has disappointed me
déchets	waste	noun			jeter les déchets	throw away the waste
déchirer	tear	verb			déchirer une partie du papier	tear some of the paper
décoller	peel off	verb			décoller le plâtre	peel off the plaster
déduire	deduct	verb			déduire un de deux	deduct one from two
défaite	defeat	noun			victoire et la défaite	victory and defeat
dégoûtant	disgusting	adjective			l'endroit est dégoûtant	the place is disgusting
demain	tomorrow	adverb			elle arrivera demain	she will arrive tomorrow
demande	demand	noun			offre et la demande	demand and supply
demander	request	verb			à demander de la nourriture	to request food
demander	ask	verb			demander à Kofi	to ask Kofi
dent	tooth	noun			dent blanche	white tooth
dentifrice	toothpaste	noun			brosse à dents et dentifrice	toothbrush and toothpaste
déranger	bother	verb			Vous m'ennuyez	you are bothering me
dernier-né	lastborn	noun			votre dernier-né	your lastborn
derrière	behind	preposition			aller derrière	go behind
désert	desert	noun			l'eau est rare dans le désert	water is scarce in the desert
désir	desire	noun			le désir de votre coeur	your heart's desire
desséché	parched	adjective			peau desséchée	parched skin
desserrer	loosen	verb			pour desserrer la ceinture	to loosen the belt
dessiner	draw	verb			dessiner un oiseau	draw a bird
détermination	determination	noun			nous le ferons avec détermination	we will do it with determination
détruire	destroy	verb			détruire tout	destroy everything
dette	debt	noun			il a beaucoup de dettes	he has many debts
deux	two	adjective			Il ya deux bouteilles sur le mur	There are two bottles on the wall
deux personnes	two persons	noun			deux personnes sont à venir	two persons are coming
devant	in front	preposition			aller devant	go in front
développement	development	noun			bon développement	good development
devenir	become	verb		to begin to be	elle est devenue riche	she became rich
devoir	owe	verb			je vous dois	I owe you
diable	devil	noun			ne craignez diables	don't fear devils
diamant	diamond	noun			un diamant blanc	a white diamond
dictionnaire	dictionary	noun			image dictionnaire	picture dictionary
dieu	god	noun			dieu fiable	dependable god
différent	different	adjective			choses différentes	different things
difficile	hard	adjective			il est difficile	it is hard
difficile	difficult	adjective			l'examen est difficile	the exam is difficult
difficulté	trouble	noun			la difficulté et la douleur	trouble and pain
difficultés	hardship	noun			de grandes difficultés	great hardship
Dimanche	Sunday	noun			Kwasi et Akosua sont des enfants dimanche	Kwasi and Akosua are Sunday children
dîme	tithe	noun			payer votre dîme	pay your tithe
dinde	turkey	noun			la viande de dinde	turkey meat
diplômé	graduate	noun			elle est diplômée	she is a graduate
dire	say	verb			je dis oui	I say yes
dire	speak	verb			dire la vérité	to speak the truth
dire au revoir	say goodbye	verb			nous prenons dix minutes pour dire au revoir	we take ten minutes to say goodbye
diriger	steer	verb			pour diriger le bateau	to steer the boat
discipliner	discipline	verb			discipliner votre enfant	discipline your child
discorde	discord	noun			mensonges et la discorde	lies and discord
disposition	disposition	noun			la disposition d'une personne	a person's disposition
diss	diss	noun			ce n'est pas un diss	it is not a diss
distingué	distinguished	adjective			une grenouille distingué	a distinguished frog
divertir	entertain	verb			vous divertir	entertain yourself
diviser	divide	verb		separate into parts	diviser le pain	divide the bread
division	division	noun			2/1 = 2, ce qui est la division	2/1 = 2; this is division
divorce	divorce	noun			mariage et le divorce	marriage and divorce
dix	ten	adjective		the number 10	Dix bouteilles	ten bottles
dix-huit	eighteen	adjective		the number 18	dix-huit bouteilles	eighteen bottles
dix-neuf	nineteen	adjective		the number 19	dix-neuf bouteilles	nineteen bottles
dix-sept	seventeen	adjective		the number 17	dix-sept bouteilles	seventeen bottles
doigt	finger	noun			me montrer votre doigt	show me your finger
dollar	dollar	noun			dix dollars	ten dollars
donner	give	verb			donne de l'eau à lui	give the water to him
donner	give	verb			lui donner de l'eau	give the water to him
donner naissance	birth	verb			pour donner naissance à des jumeaux	to birth twins
dormir	sleep	verb			dormir la nuit	to sleep at night
douleur	pain	noun			la douleur est ici	the pain is here
douleur	grief	noun			douleur me tue	grief is killing me
doute	doubt	noun			elle a des doutes	she has doubts
doux	sweet	adjective			le thé est doux	the tea is sweet
doux	soft	adjective			pain doux	soft bread
douze	twelve	adjective		the number 12	douze bouteilles	twelve bottles
drapeau	flag	noun			drapeau jaune	yellow flag
droit	right	adjective			aller à droite	go right
droit	straight	adjective			route droite	straight road
droits	rights	noun			droits de l'homme	rights of humankind
du vin	wine	noun			nous buvons du vin doux	we are drinking sweet wine
dubnium	dubnium	science			dubnium (Db) a 105 protons	dubnium (Db) has 105 protons
durée	duration	noun			durée de quarante heures	forty-hour duration
dysprosium	dysprosium	science			dysprosium (Dy) a 66 protons	dysprosium (Dy) has 66 protons
e-mail	email	noun			imprimer l'e-mail	print the email
eau	water	noun			vous buvez de l'eau	you drink water
ebola	ebola	noun			Ebola est une maladie	ebola is a disease
ébullition	boil	noun			ébullition est douloureuse	a boil is painful
écarlate	scarlet	adjective			une robe écarlate	a scarlet dress
écart	gap	noun			Elle a un beau écart entre ses dents	she has a beautiful gap between her teeth
échelle	ladder	noun			longue échelle	long ladder
école	school	noun	un endroit où l'apprentissage se fait	a place where learning happens	J'apprends à lire à l'école	I learn to read at school
économie	economy	noun			l'économie de l'Afrique	the economy of Africa
écorce	bark	noun			écorce d'un arbre	bark of a tree
écouter	listen	verb			écouter de la musique	to listen to music
écrire	write	verb			d'écrire une lettre	to write a letter
Écriture	scripture	noun			de lire les Écritures	to read the scriptures
écrivain	writer	noun			Je suis un écrivain	I am a writer
écureuil	squirrel	noun			un écureuil aime noix de palme	a squirrel likes palm nuts
éducation	education	noun			santé et l'éducation	health and education
effort	effort	noun			votre effort est apprécié	a good effort
effort	effort	noun			un bon effort	a good effort
effrayant	scary	adjective			il est effrayant	it is scary
effrayer	frighten	verb			effrayer les enfants	frighten children
effrayer	frighten	verb			effrayer les gens mal	frighten evil people
église	church	noun			aller à l'église	go to church
égoïsme	selfishness	noun			l'égoïsme n'est pas bon	selfishness is not good
einsteinium	einsteinium	science			einsteinium (Es) a 99 protons	einsteinium (Es) has 99 protons
élastique	elastic	adjective			corde élastique	elastic string
électricité	electricity	science			l'électricité est lorsque des accusations vont d'un endroit à un nouveau lieu	electricity is when charges go from one place to a new place
électrique	electric	adjective			lumière électrique	electric light
électron	electron	science			un électron a une charge de -1	an electron has a charge of -1
éléphant	elephant	noun			un éléphant est très grand	an elephant is very big
elle	she	pronoun		used to indicate one female person previously mentioned	elle mange	she eats
elles	they	pronoun	pronom de sujet feminin pluriel	used to indicate people, or things, previously mentioned	elles mangent	they eat
éloge	praise	noun			elle mérite des éloges	she deserves praise
émerveillement	wonder	noun			émerveillement et l'amour	wonder and love
empathie	empathy	noun			elle a une telle empathie	she has such empathy
emprunter	borrow	verb			emprunter de l'argent	borrow money
en bas	down	adverb			allez en bas	go down
en haut	up	adverb			regarder en haut	look up
en retard	late	adverb			pour arriver en retard	to come late
en retard	late	adverb			arriver en retard	to come late
enclume	anvil	noun			marteau et l'enclume	hammer and anvil
encore	again	adverb			voir elle encore	see her again
encore	still	adverb			encore faire	still doing
encouragement	encouragement	noun			encouragement et de joie	encouragement and joy
encourager	encourage	verb			encourager son	encourage her
encre	ink	noun			l'encre dans un stylo	ink in a pen
énergie	energy	science			vous pouvez modifier la masse en énergie	you can change mass into energy
enfance	childhood	noun			mon enfance	my childhood
enfant	child	noun			l'enfant de ma mère est mon frère	my mother's child is my sibling
enfant de mêmes parents	sibling	noun			l'enfant de ma mère est mon frère	my mother's child is my sibling
énigme	riddle	noun			puzzles et des énigmes	puzzles and riddles
enlèvement	kidnapping	noun			enlèvement est mal	kidnapping is evil
ennéagone	nonagon	noun			un ennéagone a neuf angles	a nonagon has nine angles
ennemi	enemy	noun			ennemis se fatiguent	enemies will tire
ennuyeux	annoying	adjective			il est ennuyeux pour vous	it is annoying to you
enquête	investigation	noun			ils mènent une enquête	they are carrying out an investigation
enseignant	teacher	noun			je suis un enseignant	I am a teacher
enseigner	teach	verb			pour enseigner les mathématiques	to teach mathematics
ensemble	together	adverb			ils sont allés ensemble	they went together
ensoleillé	sunny	adjective			une journée ensoleillée	a sunny day
entendre	hear	verb			elle a entendu le coup de sifflet	she heard the whistle
enterrement	funeral	noun			Je vais à un enterrement	I am going to a funeral
enterrer	bury	verb			enterrer un cadavre	to bury a corpse
entourer	surround	verb			pour entourer la maison	to surround the house
entraîneur	coach	noun			un entraîneur de l'équipe de football	a football team coach
entrée	entry	noun			une nouvelle entrée dans le livre	a new entry in the book
entreprise	company	noun			une petite entreprise	a small company
entrer	enter	verb			entrer dans la salle	enter into the room
envoyer	send	verb			envoyez-moi	send me
éponge	sponge	noun			mon éponge	my sponge
équipe	team	noun		a group that helps each other	mon équipe	my team
erbium	erbium	science			erbium (Er) a 68 protons	erbium (Er) has 68 protons
erreur	mistake	noun			tout le monde fait des erreurs	everyone makes mistakes
Erythrée	Eritrea	noun			aller à l'Erythrée	go to Eritrea
es	are	verb conj	être (tu es)	first (we are), second (you are) and third (they are) person plural form of the simple present of 'be'. Also used in the second person singular 'you are'		
escalier	stair	noun			monter les escaliers	climb the stairs
escargot	snail	noun			Je mange des escargots	I eat snails
esclave	slave	noun			mon esclave	my slave
espace	space	science			l'espace est vide	space is a vacuum
espion	spy	verb			pour espionner un pays	to spy on a country
espion	spy	noun			qu'il est un espion	he is a spy
espionnage	espionage	noun			films d'espionnage	espionage films
espoir	hope	noun			J'ai de l'espoir	I have hope
esprit	mind	noun			son esprit	her mind
esprit	spirit	noun			il a un esprit fort	he has a strong spirit
essayer	try	verb			essaye encore	try again
essuyer	wipe	verb			pour essuyer le siège	to wipe the seat
est	east	noun			aller vers l'est	go east
est	is	verb conj	être (elle est; il est; on est)	third person (she/he/it is) singular of the verb 'be'		
estimer	estimate	verb			estimer votre taille	estimate your height
estomac	stomach	noun			gros estomac	big stomach
et	and	conjunction			Kofi et Ama	Kofi and Ama
étage	class	noun		academic stage in a school	il est en étage 2	he is in class 2
étain	tin	science			étain (Sn) a 50 protons	tin (Sn) has 50 protons
étaler	spread out	verb			étaler un tapis	spread out a mat
état	state	noun			consultez notre piteux état	look at our pitiful state
éteindre	turn off	verb			à éteindre la lumière	to turn off the light
éternel	eternal	adjective			Dieu éternel	eternal God
éternité	eternity	noun			à partir de maintenant à l'éternité	from now to eternity
éternuer	sneeze	verb			à éternuer bruyamment	to sneeze loudly
êtes	are	verb conj	être (vous êtes)	first (we are), second (you are) and third (they are) person plural form of the simple present of 'be'. Also used in the second person singular 'you are'		
Ethiopie	Ethiopia	noun		A country in Africa	aller à l'Ethiopie	go to Ethiopia
étoile	star	noun			beaucoup d'étoiles	plenty of stars
étranger	stranger	noun			trois étrangers	three strangers
étranger	foreigner	noun			les étrangers sont arrivés	the foreigners have arrived
être	be	verb		used to indicate state of being. Has different forms depending on the subject person: I am, you are, she/he/it is, we are, they are	vous êtes une personne importante	You are an important person
être jaloux	be jealous	verb			être jaloux de son mari	be jealous over her husband
étudiant	student	noun			une vingtaine d'étudiants	twenty students
europium	europium	science			europium (Eu) a 63 protons	europium (Eu) has 63 protons
eux-mêmes	themselves	pronoun			ils s'occupent eux-mêmes bien	they look after themselves well
éveiller	awaken	verb			le réveiller	wake him up; awaken him
événement	event	noun			l'événement a commencé	the event has started
évêque	bishop	noun			elle est un évêque	she is a bishop
évier	sink	noun			vidanger l'évier	drain the sink
éviter	avoid	verb			d'éviter le mal	to avoid evil
exam	exam	noun			l'examen est facile	the exam is easy
excusez moi	excuse me	exclamation			Pardon. Excusez moi.	Sorry. Excuse me.
exemple	example	noun			un bon exemple	a good example
expérience	experience	noun			elle a de l'expérience	she has experience
expliquer	explain	verb			m'expliquer	to explain to me
exploser	explode	verb			la bombe a explosé	the bomb exploded
extension	extension	noun			l'extension de la maison	house extension
exulter	exult	verb			son exulter	exult her
fable	fable	noun			on ne croit pas fables	one does not believe fables
facile	easy	adjective			l'examen est facile	the exam is easy
faible	weak	adjective			Je suis faible	I am weak
faiblesse	weakness	noun			dans sa faiblesse	in her weakness
faim	hunger	noun			la faim et de la soif	hunger and thirst
faire	make	verb			faire de la nourriture	make food
faire	do	verb		to make	elle fait quelquechose	she is doing something
falsification	falsification	noun			mensonges et falsifications	lies and falsifications
familier	familiar	adjective			un animal familier	a familiar animal
famille	family	noun			nouvelle famille	new family
fantôme	ghost	noun			Je vois un fantôme	I see a ghost
fardeau	burden	noun			très lourd fardeau	very heavy burden
farine	flour	noun			Farine de maïs	corn flour
faucon	hawk	noun			un faucon et un poulet	a hawk and a chicken
faute	lapse	noun			trop de fautes	too many lapses
faveur	favour	noun			faveur et la bonté	favour and kindness
favoritisme	favouritism	noun			arrêter le favoritisme	stop the favouritism
félicitations	congratulations	noun			félicitations et bien fait	congratulations and well done
femelle	female	noun		the gender that has the egg in making offspring	le ventre de la femelle	female's womb
femme	woman	noun			une jolie femme	a pretty woman
femme	wife	noun			ma femme et mes enfants	my wife and my children
femme de ménage	maid	noun			elle est une femme de ménage	she is a maid
fenêtre	window	noun			ouvrir les fenêtres	open the windows
fer	iron	science			fer (Fe) a 26 protons	iron (Fe) has 26 protons
ferme	farm	noun			ferme de cacao	cocoa farm
fermement	tightly	adverb			tenir fermement	hold it tightly
fermer	close	verb			fermer la porte	to close the door
fermium	fermium	science			fermium (Fm) a 100 protons	fermium (Fm) has 100 protons
fertile	fertile	adjective			terre fertile	fertile  land
fesse	bum	noun			grande fesse	large bum
fesses	buttocks	noun			grosses fesses	big buttocks
festival	festival	noun			un festival annuel	a yearly festival
fête	party	noun			Je vais à une fête	I am going to a party
fétiche	fetish	noun			cette ville a un fétiche	this town has a fetish
feu	fire	noun			allumer le feu	light the fire
feuillage	foliage	noun			couper le feuillage	cut the foliage
feuille	leaf	noun			feuille verte	green leaf
Février	February	noun			Février a 28 ou 29 jours	February has 28 or 29 days
fichier	file	noun			fichier informatique	computer file
fierté	pride	noun			sa fierté	his pride
fièvre	fever	noun			elle a de la fièvre	she has a fever
fille	daughter	noun		female child	ma fille	my daughter
fille	girl	noun			grande fille	tall girl
film	film	noun			fonte d'un film	cast of a film
fils	son	noun		male child	mon fils	my son
fin	end	noun			la fin est venu	the end has come
finir	finish	verb			ils vont finir la nourriture	they will finish the food
fléau	plague	noun			aucun fléaux là	no plagues there
flegme	phlegm	noun			essuyez le flegme	wipe the phlegm
Flérovium	flerovium	science			Flérovium (Fl) a 114 protons	flerovium (Fl) has 114 protons
fleur	flower	noun			jolie fleur	pretty flower
fluor	fluorine	science			fluor (F) a 9 protons	fluorine (F) has 9 protons
flûte	flute	noun			la musique de flûte	flute music
flûte	flute	noun			jouer de la flûte	play the flute
foi	faith	noun			la foi et de la paix	faith and peace
foie	liver	noun			un chien a un foie	a dog has a liver
fois	times	noun			dix fois	ten times
folie	folly	noun			c'est juste la folie	it is just folly
folle	foolish	adjective			une histoire folle	a foolish story
fondation	foundation	noun			fondation de la maison	foundation of the house
football	soccer	noun			compétition de football	football competition
force	strength	noun			force et de puissance	strength and power
force	force	verb			vous me forcez	you are forcing me
force	force	noun			il l'a pris par la force	he took it by force
forme	shape	noun			la forme de la maison	the shape of the house
fort	strong	adjective			une forte femme	a strong woman
forteresse	fortress	noun			Dieu est ma forteresse	God is my fortress
fosse	pit	noun			creuser une fosse	dig a pit
foudre	lightning	noun			foudre et le tonnerre	lightning and thunder
foulard	headscarf	noun			attacher un foulard	tie a headscarf
foule	crowd	noun			foule bruyante	noisy crowd
fourchette	fork	noun			fourchette et couteau	fork and knife
fourmi	ant	noun			des milliers de fourmis	thousands of ants
fourmilière	anthill	noun			une fourmilière de haut	a tall anthill
fourmis	ants	noun			les fourmis sont en plein essor	the ants are thriving
frais	fresh	adjective			feuilles fraîches	fresh leaves
frais	cool	adjective			une bière fraîche	a cool beer
franchement	frankly	adverb			dire franchement	say it frankly
francium	francium	science			francium (Fr) a 87 protons	francium (Fr) has 87 protons
frapper	hit	verb			ne pas me frapper	do not hit me
frein	brake	noun			un frein de voiture	brake of a car
freiner	brake	verb			le conducteur a freiné	the driver has braked
frère	brother	noun			mon seul frère	my only brother
friction	friction	noun			friction est venu entre nous	friction came between us
frire	fry	verb			utiliser de l'huile végétale pour frire le poisson	use vegetable oil to fry fish
froid	cold	adjective			eau froide	cold water
fromage	cheese	noun			fromage bleu	blue cheese
front	forehead	noun			regarder son front	look at her forehead
fruit	fruit	noun			cueillir des fruits	pluck fruit
fufu	fufu	noun			manger du fufu	eat fufu
fumée	smoke	noun			roter la fumée	belch smoke
GaDangme	GaDangme	noun		Ga. A West African people; their language	Je parle GaDangme	I speak GaDangme
gadolinium	gadolinium	science			gadolinium (Gd) a 64 protons	gadolinium (Gd) has 64 protons
gagner	win	verb			pour gagner une compétition	to win a competition
gallium	gallium	science			gallium (Ga) a 31 protons	gallium (Ga) has 31 protons
gallon	gallon	noun			un gallon d'eau	a gallon of water
garage	garage	noun			garage	car garage
garçon	waiter	noun			il est un garçon	he is a waiter
garçon	boy	noun			le garçon est ici	the boy is here
garder	guard	verb			garder la maison	guard the house
garder	keep	verb			gardez la monnaie	keep the change
gare	station	noun			gare	train station
gaspillé	wasted	adjective			nourriture gaspillée	wasted food
gauche	left	adjective			aller à gauche	go left
Gbe	Gbe	noun			Langue Gbe	Gbe language
géant	giant	noun			quatre géants	four giants
géant	giant	adjective			il est un homme géant	he is a giant man
généalogie	genealogy	noun			généalogie de Nkrumah	the genealogy of Nkruma
générosité	generosity	noun			votre générosité	your generosity
génial	awesome	adjective			Dieu génial	awesome God
genou	knee	noun			mes genoux	my knees
genou	knee	noun			mes genoux	my knees
gens	people	noun			quelques gens	some people
gérer	manage	verb			de gérer quelqu'un	to manage someone
germanium	germanium	science			germanium (Ge) a 32 protons	germanium (Ge) has 32 protons
gestionnaire	manager	noun			un bon gestionnaire	a good manager
Ghana	Ghana	noun		a country in Africa	les gens du Ghana sont appelés Ghanéens	people from Ghana are called Ghanaians
gingembre	ginger	noun			la soupe de gingembre	ginger soup
ginseng	ginseng	noun			ginseng est une plante	ginseng is a plant
girafe	giraffe	noun			une girafe est un animal	a giraffe is an animal
globe oculaire	eyeball	noun			yeux et du globe oculaire	eye and eyeball
gloire	glory	noun			gloire de l'humanité	glory of humankind
glouton	glutton	noun			il est un glouton	he is a glutton
gong gong	gong gong	noun			jouer le gong gong	play the gong gong
gorge	throat	noun			effacer votre gorge	clear your throat
goût	taste	verb			goûter la nourriture	taste the food
goutte	drop	noun			goutte à goutte le poulet boit d'eau	drop by drop a chicken drinks water
gouvernance	governance	noun			la bonne gouvernance	good governance
gouvernement	government	noun			Le gouvernement de Nkrumah	Nkrumah's government
gouverner	govern	verb			gouverner Ghana	govern Ghana
gouverneur	governor	noun			elle est le gouverneur	she is the governor
graine	seed	noun			trois graines d'orange	three orange seeds
graisse	grease	noun			la graisse dans une poêle	grease in a pan
gramme	gram	noun			dix grammes	ten grams
gramme	gramme	noun			dix grammes	ten grammes
grand	great	adjective			un grand nom	a great name
grand	large	adjective		very big	un grand tigre	a large tiger
grand	big	adjective			le Grand Adae	Big Adae
grand-mère	grandmother	noun			ma grand-mère	my grandmother
grand-père	grandfather	noun			mon grand père	my grandfather
grandir	grow	verb			l'enfant a grandi	the child has grown
gratter	scrape	verb			pour gratter les écailles de poisson	to scrape the fish scales
gravir	climb	verb			gravir des montagnes	to climb mountains
grenouille	frog	noun			la grenouille aime l'eau	a frog likes water
gros	fat	adjective			grosses joues	fat cheeks
grossesse	pregnancy	noun			ma grossesse est facile	my pregnancy is easy
groupe	group	noun			nous avons trouvé un groupe	let us found a group
groupe d'âge	age group	noun			votre groupe d'âge	your age group
guêpe	wasp	noun			de nombreuses guêpes	many wasps
guérir	heal	verb			guérir la maladie	heal disease
guérison	healing	noun			il a apporté la guérison	he brought healing
guerre	war	noun			nous allons à la guerre	we are going to war
guerre civile	civil war	noun			arrêter la guerre civile	stop the civil war
guerrier	warrior	noun			guerrier de l'antiquité	warrior of antiquity
guerriers	warriors	noun			les guerriers sont à venir	the warriors are coming
guider	guide	verb			pour guider les gens	to guide people
Guinée	Guinea	noun		A country in Africa	aller à la Guinée	go to Guinea
habitat	habitat	noun			habitat d'animaux	habitat of animals
habiter	live	verb			nous habitons ici	we live here
habitude	habit	noun			mauvaise habitude	bad habit
hafnium	hafnium	science			hafnium (Hf) a 72 protons	hafnium (Hf) has 72 protons
haine	hatred	noun			la haine n'a pas de remède	hatred has no cure
haïr	hate	verb			à haïr la paresse	to hate laziness
hamac	hammock	noun			dormir dans le hamac	sleep in the hammock
hanche	hip	noun			mes hanches	my hips
Haoussa	Hausa	noun			langue Haoussa	Hausa language
harceler	harass	verb			arrêter de me harceler	stop harassing me
hareng	herring	noun			hareng est un poisson	a herring is a fish
haricot	bean	noun			riz et des haricots	rice and beans
Harmattan	harmattan	noun			Harmattan	harmattan winds
hassium	hassium	science			hassium (Hs) a 108 protons	hassium (Hs) has 108 protons
hauteur	height	noun			hauteur et la largeur	height and width
heh	heh	exclamation			pardon, heh	sorry, heh
hélium	helium	science			hélium (He) a 2 protons	helium (He) has 2 protons
hémorragie	bleeding	noun			arrêter l'hémorragie	stop the bleeding
herbe	grass	noun			une vache mâche herbe	a cow chews grass
hérisson	hedgehog	noun			sept hérissons	seven hedgehogs
héritage	inheritance	noun			réclamer votre héritage	claim your inheritance
herpès	herpes	noun			l'herpès est une maladie	herpes is a disease
heure	hour	noun			dix heures	ten hours
hexagone	hexagon	noun		a polygon with six angles	un hexagone comporte six angles	a hexagon has six angles
hibou	owl	noun			un hibou est un oiseau	an owl is a bird
hier	yesterday	adverb			elle est arrivée hier	she arrived yesterday
hippopotame	hippopotamus	noun		also called a hippo	un hippopotame a un gros ventre	a hippopotamus has a big stomach
hirondelle	swallow	noun			un chat et une hirondelle	a cat and a swallow
histoire	story	noun			me raconter une histoire	tell me a story
histoire	history	noun			apprendre l'histoire	learn history
hmph	hmph	exclamation			Je dis, hmph!	I say, hmph!
holmium	holmium	science			holmium (Ho) a 67 protons	holmium (Ho) has 67 protons
homard	lobster	noun			Je mange du homard	I eat lobster
homme	male	noun			Mandela est un homme	Mandela is male
homme	man	noun			un grand homme	a tall man
honneur	honour	noun			l'honneur et l'amour	honour and love
honte	disgrace	noun			honte et le déshonneur	shame and disgrace
honte	shame	noun			honte et le déshonneur	shame and disgrace
hôpital	hospital	noun			aller à l'hôpital	go to a hospital
hoquet	hiccups	noun			il a eu le hoquet	he has got the hiccups
horloge	clock	noun		a free-standing device which tells the time	dites-moi le temps sur l'horloge	tell me the time on the clock 
hôtel	hotel	noun			elle dort dans un hôtel	she sleeps at a hotel
houe	hoe	noun			houe et coutelas	hoe and cutlass
huile végétale	vegetable oil	noun			utiliser de l'huile végétale pour frire le poisson	use vegetable oil to fry fish
huit	eight	adjective		The number 8	Huit flacons	Eight bottles
huit jours	eight days	noun			attendre huit jours	wait eight days
huit personnes	eight persons	noun			huit personnes sont à venir	eight persons are coming
huître	oyster	noun			Je mange des huîtres	I eat oysters
humain	human	noun			nous sommes des êtres humains	we are humans
humilité	humility	noun			tu montres humilité	you show humility
hydrogène	hydrogen	science			hydrogène (H) a 1 proton	hydrogen (H) has 1 proton
hydrogène	hydrogen	noun			Voiture d'hydrogène	hydrogen car
hyène	hyena	noun			deux hyènes	two hyenas
hypocrisie	hypocrisy	noun			hypocrisie et les mensonges	hypocrisy and lies
ici	here	noun		this place or this position	partir d'ici	go from here
ici	here	adverb			cliquer ici	click here
idée	idea	noun			j'ai une idée	I have an idea
Igbo	Igbo	noun			Langue Igbo	Igbo language
igname	yam	noun			cuire l'igname	cook the yam
igname	yam	noun			igname et taro feuilles	cook the yam
il	it	pronoun		subject pronoun for non-humans	il tombe	it falls
il	he	pronoun		used to indicate one male person previously mentioned	il mange	he eats
île	island	noun			Île des Seychelles	Seychelles island
ils	they	pronoun	pronom de sujet masculin pluriel	used to indicate people, or things, previously mentioned	ils mangent	they eat
image	picture	noun			belle image	beautiful picture
imbécile	fool	noun			Imbécile! Dimwit!	Fool! Dimwit!
immédiatement	immediately	adverb			couper immédiatement	cut off immediately
impair	odd	mathadj			1 est un nombre impair	1 is an odd number
impertinence	impertinence	noun			arrêter l'impertinence	stop the impertinence
important	important	adjective			vous êtes une personne importante	you are an important person
imprimer	print	verb			imprimer l'e-mail	print the email
imprimeur	printer	noun			imprimeur de livres	book printer
inactif	inactive	noun			il est inactif	he is inactive
incroyable	amazing	adjective			histoire incroyable	amazing story
Inde	India	noun		a country in Asia	aller en Inde	go to India
indépendance	independence	noun			jour de l'indépendance	independence day
indigent	indigent	noun			indigent n'a rien	an indigent has nothing
indigo	indigo	adjective			tissu indigo	indigo cloth
indium	indium	science			indium (In) a 49 protons	indium (In) has 49 protons
infini	infinity	noun		the number ∞	si vous divisez un nombre par zéro, vous obtenez l'infini	if you divide any number by zero, you get infinity
infirmière	nurse	noun			elle est une infirmière	she is a nurse
informatique	computing	noun			un ordinateur fait de l'informatique	a computer does computing
ingénieur	engineer	noun			un ingénieur rend les outils	an engineer makes tools
ingrat	ungrateful	adjective			un ingrat	an ungrateful person
inimitié	enmity	noun			grande inimitié	great enmity
injection	injection	noun			une injection est douloureux	an injection is painful
inondation	flood	noun			Accra inondations	Accra flood
insecte	insect	noun			un cafard est un insecte	a cockroach is an insect
insulte	insult	noun			d'insultes	many insults
insulter	insult	verb			arrêter l'insulter	stop insulting her
insulter	insult	verb			il insulte trop	he insults too much
insultes	insults	noun			insultes inutiles	unnecessary insults
intégrer	integrate	verb		to join together to form a whole	d'intégrer une nouvelle personne dans la famille	to integrate a new person into the family
interdire	forbid	verb			lui interdire	forbid her
Internet	internet	noun			lien internet	internet link
interrompre	interrupt	verb			interrompre le	interrupt him
inutile	unnecessary	adjective			insultes inutiles	unnecessary insults
iode	iodine	science			iode (I) a 53 protons	iodine (I) has 53 protons
iridium	iridium	science			iridium (Ir) a 77 protons	iridium (Ir) has 77 protons
Islam	Islam	noun			Le christianisme et l'islam	Christianity and Islam
islamique	Islamic	adjective			vacances islamique	Islamic holiday
ivoire	ivory	noun			collier d'ivoire	ivory necklace
ivresse	drunkenness	noun			l'ivresse et la douleur	drunkenness and pain
ivrogne	drunkard	noun			c'est un ivrogne	he is a drunkard
jama	jama	noun			chanter jama	sing jama
jambe	leg	noun			jambe enflée	swollen leg
jambes arquées	bow-legged	adjective			jambes arquées homme	bow-legged man
Janvier	January	noun			Janvier a 31 jours	January has 31 days
Janvier	January	noun				January has 31 days
jardin	garden	noun			notre jardin	our garden
jaune	yellow	adjective			drapeau jaune	yellow flag
je	I	pronoun		used to indicate oneself	je mange	I eat
jeter	throw	verb			la nourriture est gâchée alors je l'ai jeté	the food is spoilt so I have thrown it away
jeter	discard	verb			jeter la balle	discard the ball
jeter	throw away	verb			jeter l'eau	throw away the water
jeu	game	noun			jouer à un jeu	play a game
jeu	play	noun			regarder un jeu	watch a play
Jeudi	Thursday	noun			Jeudi enfants	Thursday children
jeune	young	adjective			jeune personne	young person
jeûne	fasting	noun			prière et le jeûne	prayer and fasting
jeune garçon	young boy	noun			jeune garçon, viens ici!	young boy, come here!
jeune homme	young man	noun			un jeune homme comme vous	a young man like you
jeune mariée	bride	noun			Le mari de la jeune mariée, le marié	bride's husband; groom
